Rank,Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS.1,LNG,TD,FF,Year,Draft_Round
44,Edgerrin Cooper,TA&M,LB,33,28,61,0.0,0,5,1,0,0,0,1,2022,
44,Jardin Gilbert,TA&M,S,38,23,61,0.0,0,4,2,13,13,0,0,2022,
46,Chris Smith II,UGA,S,43,17,60,1.0,13,5,3,29,22,0,1,2022,
46,Jordan Burch,SC,EDGE,32,28,60,3.5,28,3,0,0,0,0,0,2022,
46,Derick Hall,AUB,DE,41,19,60,6.5,36,0,1,19,19,0,2,2022,
49,CJ TaylorVAN,,S,33,26,59,1.0,9,5,1,0,0,0,0,2022,
50,DeAndre Square,UK,LB,27,31,58,1.0,1,3,1,8,8,0,0,2022,
50,Jaylen McCollough,TENN,DB,38,20,58,0.0,0,2,0,0,0,0,0,2022,
50,BJ Ojulari,LSU,LB,36,22,58,5.5,33,0,0,0,0,0,1,2022,
53,Chad Bailey,MIZ,LB,39,18,57,2.5,9,3,0,0,0,0,1,2022,
53,Trevon Flowers,TENN,DB,34,23,57,1.0,12,1,2,0,0,0,2,2022,
55,Collin Duncan,MSST,S,28,28,56,2.0,18,4,1,13,13,0,2,2022,
55,Jay Ward,LSU,S,40,16,56,0.0,0,4,1,18,18,0,0,2022,
57,Latavious Brini,ARK,S,32,23,55,0.0,0,1,1,5,5,0,1,2022,
57,Gervon Dexter Sr.FLA,,DT,22,33,55,2.0,6,1,1,0,0,0,0,2022,
57,De'Rickey WrightVAN,,S,33,22,55,0.0,0,6,3,41,35,0,0,2022,
57,Jaylen MahoneyVAN,,DB,37,18,55,1.0,9,4,1,0,0,0,0,2022,
57,Tamarion McDonald,TENN,DB,38,17,55,0.0,0,6,2,5,5,0,0,2022,
62,Ladarius Tennison,MISS,DB,29,25,54,1.0,9,2,0,0,0,0,0,2022,
62,Trevin Wallace,UK,LB,33,21,54,2.5,14,0,2,19,19,0,0,2022,
62,Tyrus Wheat,MSST,LB,25,29,54,6.0,36,2,1,0,0,0,0,2022,
62,DQ Smith,SC,DB,40,14,54,1.0,3,6,2,50,47,1,1,2022,
66,Jeremy Banks,TENN,LB,33,20,53,0.0,0,4,0,0,0,0,1,2022,
66,Joseph Charleston,MIZ,S,39,14,53,1.0,8,2,1,29,29,1,0,2022,
66,Keionte Scott,AUB,DB,35,18,53,1.0,4,3,1,0,0,0,0,2022,
69,Dwight McGlothern,ARK,CB,43,9,52,0.0,0,10,4,48,51,0,2,2022,
70,Kamal Hadden,TENN,CB,30,21,51,0.0,0,3,2,5,5,0,1,2022,
70,Martez Manuel,MIZ,DB,36,15,51,4.0,24,2,0,0,0,0,1,2022,
70,Deontae Lawson,ALA,LB,24,27,51,0.0,0,4,0,0,0,0,0,2022,
70,Will Anderson Jr.,ALA,LB,24,27,51,10.0,58,1,1,25,25,1,0,2022,
74,Jalen Green,MSST,S,23,27,50,0.0,0,7,2,29,29,0,0,2022,
75,Maxwell WorshipVAN,,S,32,17,49,0.0,0,3,0,0,0,0,1,2022,
75,Jaylen Moody,ALA,LB,24,25,49,2.0,18,0,0,0,0,0,0,2022,
75,Jaquelin Roy,LSU,DT,25,24,49,0.5,1,0,0,0,0,0,0,2022,
78,Brad Johnson,SC,LB,31,17,48,0.0,0,0,1,15,15,0,0,2022,
78,Kris Abrams-Draine,MIZ,CB,36,12,48,0.0,0,14,0,0,0,0,0,2022,
80,Jeremy LucienCONN/VAN,,CB,33,14,47,0.0,0,5,0,0,0,0,0,2022,
80,Keidron Smith,UK,CB,32,15,47,0.0,0,4,2,65,65,1,1,2022,
80,J.J. Weaver,UK,EDGE,27,20,47,3.0,37,1,0,0,0,0,2,2022,
80,Byron Young,ALA,DT,20,27,47,3.5,15,2,0,0,0,0,1,2022,
80,Shemar JamesFLA,,LB,18,29,47,2.0,9,0,0,0,0,0,1,2022,
85,Wesley Steiner,AUB,LB,31,15,46,0.0,0,0,0,0,0,0,0,2022,
85,Emmanuel Forbes Jr.,MSST,CB,26,20,46,0.0,0,11,6,174,82,3,0,2022,
85,Carrington Valentine,UK,CB,33,13,46,1.0,10,9,1,0,0,0,0,2022,
85,Javon Bullard,UGA,S,33,13,46,3.5,17,3,2,3,3,0,0,2022,
89,Jarrick Bernard-Converse,LSU,CB,30,15,45,0.0,0,3,2,23,23,0,0,2022,
89,Zion Puckett,AUB,S,21,24,45,1.0,2,2,0,0,0,0,1,2022,
89,Colby Wooden,AUB,DT,36,9,45,6.0,48,3,0,0,0,0,3,2022,
89,Terrion Arnold,ALA,CB,34,11,45,0.0,0,8,1,21,21,0,0,2022,
89,Marcellas Dial Jr.,SC,S,33,12,45,0.0,0,12,3,3,3,0,0,2022,
94,Tyreek Chappell,TA&M,CB,31,13,44,0.0,0,8,0,0,0,0,0,2022,
94,Jackie Matthews,MSST,S,27,17,44,0.0,0,4,2,7,7,0,0,2022,
94,Tavius Robinson,MISS,LB,17,27,44,7.0,57,1,0,0,0,0,5,2022,
97,Mekhi Garner,LSU,CB,26,17,43,0.0,0,4,0,0,0,0,0,2022,
97,Juwan Mitchell,TENN,LB,21,22,43,0.0,0,2,1,48,48,0,0,2022,
97,Mekhi Wingo,LSU,DT,24,19,43,3.0,29,4,0,0,0,0,1,2022,
97,Debo Williams,SC,LB,27,16,43,1.5,9,0,0,0,0,0,1,2022,
101,Zacch Pickens,SC,DT,22,20,42,2.5,14,3,0,0,0,0,0,2022,
101,Kelee Ringo,UGA,CB,37,5,42,0.0,0,7,2,45,45,0,1,2022,
101,Khari Coleman,MISS,LB,24,18,42,4.5,34,0,0,0,0,0,1,2022,
101,Ethan BarrVAN,,LB,23,19,42,0.0,0,0,0,0,0,0,0,2022,
105,Roman Harrison,TENN,DL,17,23,40,3.0,17,0,0,0,0,0,0,2022,
105,Deone Walker,UK,DT,12,28,40,1.0,8,2,0,0,0,0,1,2022,
107,Devonni Reed,SC,DB,28,11,39,0.0,0,1,0,0,0,0,0,2022,
107,Kane PattersonVAN,,LB,21,18,39,2.5,13,0,0,0,0,0,0,2022,
107,Isaiah McGuire,MIZ,DE,24,15,39,7.0,61,0,0,0,0,0,2,2022,
107,De'Antre Prince,MISS,CB,26,13,39,0.0,0,11,1,0,0,0,0,2022,
107,Princely UmanmielenFLA,,EDGE,16,23,39,4.5,45,0,0,0,0,0,2,2022,
107,Austin Keys,MISS,LB,14,25,39,2.0,12,0,0,0,0,0,1,2022,
107,DK Kaufman,AUB,S,20,19,39,0.0,0,2,0,0,0,0,1,2022,
107,Gilber Edmond,SC,EDGE,15,24,39,2.0,23,0,0,0,0,0,0,2022,
107,Kamari WilsonFLA,,DB,19,20,39,0.0,0,1,0,0,0,0,1,2022,
116,Darius Rush,SC,CB,28,10,38,0.0,0,7,2,59,59,0,1,2022,
116,Cameron Young,MSST,DT,10,28,38,1.0,9,1,0,0,0,0,0,2022,
116,Kamari Lassiter,UGA,CB,30,8,38,0.5,3,4,0,0,0,0,0,2022,
119,Solon Page III,TENN,LB,20,17,37,1.0,9,0,0,0,0,0,0,2022,
119,DJ Coleman,MIZ,DE,24,13,37,4.5,18,0,0,0,0,0,3,2022,
119,Miles Battle,MISS,CB,23,14,37,0.0,0,4,1,10,10,0,1,2022,
119,Jacquez Jones,UK,LB,17,20,37,1.0,4,1,1,0,0,0,0,2022,
119,Major Burns,LSU,S,24,13,37,0.0,0,4,0,0,0,0,0,2022,
119,Dallas Turner,ALA,EDGE,16,21,37,4.0,18,0,0,0,0,0,0,2022,
119,Nehemiah Pritchett,AUB,CB,22,15,37,1.0,13,8,0,0,0,0,1,2022,
119,Jaylin Simpson,AUB,S,29,8,37,0.0,0,5,2,14,17,0,0,2022,
119,Jared Ivey,MISS,EDGE,15,22,37,3.5,26,0,0,0,0,0,1,2022,
119,McKinnley Jackson,TA&M,DT,23,14,37,2.0,15,0,0,0,0,0,0,2022,
131,Ali Gaye,LSU,DE,17,19,36,2.5,19,2,0,0,0,0,2,2022,
131,Randy Charlton,MSST,DE,17,19,36,4.0,38,1,0,0,0,0,1,2022,
131,Joe Foucha,LSU,S,22,14,36,0.0,0,3,1,0,0,0,0,2022,
131,Wesley Walker,TENN,DB,23,13,36,1.0,7,4,1,0,0,0,0,2022,
131,Justin Rogers,UK,DT,9,27,36,0.5,2,0,0,0,0,0,0,2022,
131,Davison Igbinosun,MISS,CB,20,16,36,0.0,0,5,0,0,0,0,0,2022,
137,Brenton Cox Jr.FLA,,LB,15,20,35,2.0,14,1,0,0,0,0,0,2022,
137,Andre WhiteGT,,LB,19,16,35,1.0,1,3,0,0,0,0,1,2022,
137,Kool-Aid McKinstry,ALA,CB,29,6,35,1.0,12,15,1,26,26,0,0,2022,
137,Ennis Rakestraw Jr.,MIZ,CB,27,8,35,0.0,0,12,1,0,0,0,1,2022,
137,Darius Robinson,MIZ,EDGE,25,10,35,3.5,18,0,0,0,0,0,0,2022,
137,Jayden Johnson,ARK,DB,18,17,35,1.5,10,0,0,0,0,0,1,2022,
137,Christian Charles,TENN,DB,19,16,35,0.0,0,0,0,0,0,0,0,2022,
144,Jordan Domineck,ARK,LB,19,15,34,7.5,55,0,0,0,0,0,2,2022,
144,Zach Williams,ARK,DL,11,23,34,4.5,32,0,0,0,0,0,0,2022,
144,Zion Childress,UK,DB,19,15,34,1.0,10,3,0,0,0,0,0,2022,
144,DeShawn Page,MSST,LB,13,21,34,0.0,0,0,0,0,0,0,0,2022,
148,Tonka Hemingway,SC,DT,19,14,33,4.0,29,1,0,0,0,0,0,2022,
148,Nazir Stackhouse,UGA,DT,16,17,33,0.0,0,0,0,0,0,0,0,2022,
148,Jaylon Jones,TA&M,CB,27,6,33,0.0,0,2,0,0,0,0,0,2022,
151,BJ AndersonVAN,,CB,20,12,32,1.0,7,2,0,0,0,0,0,2022,
151,Cedric Johnson,MISS,EDGE,15,17,32,4.0,22,0,0,0,0,0,0,2022,
151,Shemar Turner,TA&M,DT,13,19,32,0.5,0,0,0,0,0,0,0,2022,
151,Tyson RussellVAN,,CB,23,9,32,0.0,0,1,0,0,0,0,0,2022,
151,Jalen Carter,UGA,DT,16,16,32,3.0,16,3,0,0,0,0,2,2022,
156,Tyrell Ajian,UK,DB,21,10,31,1.0,10,3,0,0,0,0,2,2022,
156,Dru Phillips,UK,CB,19,12,31,0.0,0,3,0,0,0,0,0,2022,
156,Cameron Ball,ARK,DL,9,22,31,1.0,4,0,0,0,0,0,1,2022,
156,Malachi Moore,ALA,S,19,12,31,1.5,12,5,0,0,0,0,0,2022,
156,Doneiko Slaughter,TENN,DB,24,7,31,0.0,0,6,1,0,0,0,0,2022,
156,LT Overton,TA&M,DL,12,19,31,1.0,8,0,0,0,0,0,0,2022,
162,Christian JamesVAN,,DL,19,11,30,3.0,11,2,0,0,0,0,1,2022,
162,Marcus Harris,AUB,DT,18,12,30,2.0,7,1,0,0,0,0,0,2022,
162,Trey Washington,MISS,S,21,9,30,0.0,0,3,1,0,0,0,1,2022,
162,Quincey McAdoo,ARK,DB,20,10,30,1.0,1,4,2,17,17,0,0,2022,
166,Tykee Smith,UGA,S,22,7,29,2.0,10,1,0,0,0,0,1,2022,
166,Antwaun Powell-Ryland Jr.FLA,,EDGE,11,18,29,3.0,16,1,0,0,0,0,3,2022,
166,Jason Marshall Jr.FLA,,CB,20,9,29,0.0,0,8,1,0,0,0,0,2022,
166,Jehiem Oatis,ALA,DT,10,19,29,1.0,15,2,0,0,0,0,0,2022,
166,Walter Nolen III,TA&M,DT,17,12,29,1.0,5,0,0,0,0,0,1,2022,
171,Kristian Williams,MIZ,DT,21,7,28,2.0,10,1,0,0,0,0,1,2022,
171,Fadil Diggs,TA&M,EDGE,15,13,28,3.0,11,0,0,0,0,0,3,2022,
171,Myles Slusher,ARK,DB,18,10,28,2.0,6,1,0,0,0,0,0,2022,
171,Jayson Jones,AUB,DL,11,17,28,0.0,0,0,0,0,0,0,0,2022,
171,Daylan Carnell,MIZ,S,21,7,28,0.0,0,5,3,41,40,1,0,2022,
171,West Weeks,LSU,LB,14,14,28,1.5,3,0,0,0,0,0,1,2022,
171,Bryce Anderson,TA&M,S,16,12,28,0.0,0,0,0,0,0,0,1,2022,
171,Mykel Williams,UGA,EDGE,15,13,28,4.5,41,0,0,0,0,0,0,2022,
179,Shawn Preston Jr.,MSST,S,17,10,27,0.0,0,2,1,20,20,0,0,2022,
179,Omari Thomas,TENN,DT,12,15,27,2.0,15,4,0,0,0,0,1,2022,
179,Cam Smith,SC,CB,23,4,27,0.0,0,5,1,0,0,0,0,2022,
182,Nathan Pickering,MSST,DT,12,14,26,2.0,6,1,0,0,0,0,0,2022,
182,Tre'Vez JohnsonFLA,,S,21,5,26,0.0,0,2,1,0,0,0,0,2022,
182,JJ Pegues,MISS,DT,15,11,26,3.0,19,2,0,0,0,0,0,2022,
182,Jordan Davis,MSST,DE,12,14,26,0.0,0,0,0,0,0,0,1,2022,
186,Robert Beal Jr.,UGA,DE,16,9,25,3.0,19,0,0,0,0,0,1,2022,
186,Terry Hampton,ARK,DL,7,18,25,2.0,10,1,0,0,0,0,0,2022,
186,Desmond WatsonFLA,,DL,8,17,25,0.0,0,0,0,0,0,0,1,2022,
186,Khari Johnson,ARK,DB,10,15,25,0.0,0,1,0,0,0,0,0,2022,
186,Jacoby Mathews,TA&M,DB,15,10,25,0.0,0,3,0,0,0,0,0,2022,
191,Realus George Jr.,MIZ,DL,14,10,24,1.0,5,0,0,0,0,0,0,2022,
191,Derek WingoFLA,,LB,8,16,24,2.0,22,0,0,0,0,0,0,2022,
191,Jaydon HillFLA,,DB,16,8,24,0.5,1,2,2,54,54,1,0,2022,
191,Justus BooneFLA,,DL,11,13,24,1.0,7,0,0,0,0,0,0,2022,
195,Sage Ryan,LSU,S,14,9,23,0.0,0,1,0,0,0,0,1,2022,
195,Landon Jackson,ARK,EDGE,9,14,23,3.0,29,1,0,0,0,0,1,2022,
195,Tramel Walthour,UGA,DL,13,10,23,1.0,2,0,0,0,0,0,0,2022,
195,Sai'vion Jones,LSU,EDGE,11,12,23,4.5,21,1,0,0,0,0,1,2022,
195,Shemar Stewart,TA&M,EDGE,11,12,23,1.5,6,0,0,0,0,0,0,2022,
195,Tyler Baron,TENN,EDGE,13,10,23,2.5,19,0,0,0,0,0,1,2022,
195,Chris McClellanFLA,,DT,7,16,23,1.5,4,0,0,0,0,0,0,2022,
1,Nathaniel Watson,MSST,LB,35,102,137,10.0,74,2,1,16,16,0,2,2023,
2,Jett Johnson,MSST,LB,45,85,130,6.0,40,1,3,42,33,0,2,2023,
3,Debo Williams,SC,LB,67,46,113,1.0,11,2,0,0,0,0,0,2023,
4,Caleb Downs,ALA,S,70,37,107,0.0,0,3,2,11,11,0,1,2023,
7,Major Burns,LSU,S,44,46,90,1.0,3,3,1,17,17,1,0,2023,
7,Jaheim Thomas,ARK,EDGE,39,51,90,3.5,15,2,0,0,0,0,0,2023,
9,D'Eryk Jackson,UK,LB,53,36,89,2.0,7,4,2,29,28,1,1,2023,
9,Greg Penn III,LSU,LB,34,55,89,4.0,17,1,2,0,0,0,1,2023,
11,Eugene Asante,AUB,LB,55,31,86,5.0,35,1,0,0,0,0,0,2023,
12,Edgerrin Cooper,TA&M,LB,39,44,83,8.0,50,2,0,0,0,0,2,2023,
12,Trey Washington,MISS,S,45,38,83,0.0,0,2,3,44,35,0,1,2023,
14,Andre' Sam,LSU,S,44,38,82,0.0,0,2,3,60,60,0,0,2023,
15,Trevin Wallace,UK,LB,45,35,80,5.5,39,0,1,21,21,0,1,2023,
16,Decamerion Richardson,MSST,CB,43,36,79,1.0,6,7,0,0,0,0,0,2023,
16,Elijah Herring,TENN,LB,32,47,79,1.0,7,1,0,0,0,0,0,2023,
18,Jalon Kilgore,SC,DB,46,30,76,0.0,0,6,1,0,0,0,1,2023,
19,Langston PattersonVAN,,LB,38,36,74,1.0,24,0,1,22,22,0,1,2023,
19,Chris Paul Jr.,ARK,LB,30,44,74,2.0,8,1,0,0,0,0,0,2023,
19,Harold Perkins Jr.,LSU,LB,43,31,74,5.5,37,4,1,0,0,0,3,2023,
19,Taurean York,TA&M,LB,39,35,74,3.0,12,0,0,0,0,0,1,2023,
23,DQ Smith,SC,DB,34,39,73,0.5,2,2,1,16,16,0,1,2023,
24,Ashanti Cistrunk,MISS,LB,31,40,71,2.5,12,0,1,28,28,0,0,2023,
24,Nick Emmanwori,SC,S,47,24,71,0.0,0,8,2,0,0,0,0,2023,
26,Tykee Smith,UGA,S,46,24,70,2.0,15,2,4,20,12,0,0,2023,
27,Omar Speights,LSU,LB,21,48,69,0.0,0,0,0,0,0,0,0,2023,
27,Aaron Beasley,TENN,LB,37,32,69,3.0,26,3,1,39,39,1,0,2023,
29,Smael Mondon Jr.,UGA,LB,42,26,68,3.0,16,1,0,0,0,0,0,2023,
30,Deontae Lawson,ALA,LB,32,35,67,3.0,21,4,0,0,0,0,0,2023,
32,Corey Ellington,MSST,S,30,36,66,2.0,20,2,0,0,0,0,1,2023,
32,Jihaad Campbell,ALA,LB,34,32,66,0.5,2,3,1,2,2,0,0,2023,
32,Maxwell Hairston,UK,CB,53,13,66,0.0,0,6,5,131,83,2,1,2023,
36,John Saunders Jr.,MISS,S,39,26,65,0.0,0,4,3,10,10,0,0,2023,
37,Jaylon Carlies,MIZ,S,38,26,64,2.0,13,4,2,0,0,0,1,2023,
38,Justin Eboigbe,ALA,DT,29,34,63,7.0,43,1,0,0,0,0,0,2023,
38,Terrion Arnold,ALA,CB,40,23,63,1.0,9,12,5,69,37,0,1,2023,
42,Jayden Johnson,ARK,DB,30,31,61,0.0,0,3,1,0,0,0,1,2023,
42,Daijahn Anthony,MISS,S,28,33,61,0.0,0,8,3,19,19,0,1,2023,
44,Jaylen Key,ALA,S,35,25,60,0.0,0,1,1,13,13,0,0,2023,
44,Joseph Charleston,MIZ,S,38,22,60,0.0,0,4,0,0,0,0,1,2023,
46,Shawn Preston Jr.,MSST,S,23,36,59,0.0,0,3,3,3,3,0,2,2023,
46,Demani Richardson,TA&M,S,44,15,59,1.0,1,3,0,0,0,0,1,2023,
46,Jaylen MahoneyVAN,,DB,38,21,59,0.0,0,6,0,0,0,0,0,2023,
46,Jordan CastellFLA,,DB,29,30,59,0.0,0,3,1,-1,-1,0,0,2023,
51,Jaylen McCollough,TENN,DB,34,24,58,0.0,0,4,3,66,36,1,0,2023,
51,Zion Childress,UK,DB,40,18,58,1.0,6,3,0,0,0,0,0,2023,
53,Trezmen Marshall,ALA,LB,27,29,56,2.5,18,0,0,0,0,0,0,2023,
53,Javon Bullard,UGA,S,39,17,56,0.0,0,5,2,0,0,0,0,2023,
53,Alfahiym Walcott,ARK,DB,34,22,56,0.0,0,2,3,32,32,1,0,2023,
56,Ty'Ron Hopper,MIZ,LB,36,19,55,3.0,15,3,0,0,0,0,0,2023,
56,Bryce Anderson,TA&M,S,34,21,55,1.5,14,4,1,15,15,0,1,2023,
56,Shemar JamesFLA,,LB,24,31,55,1.0,7,0,0,0,0,0,0,2023,
56,CJ TaylorVAN,,S,29,26,55,3.0,21,3,2,35,35,0,2,2023,
56,Deone Walker,UK,DT,28,27,55,7.5,38,2,0,0,0,0,0,2023,
61,Jeremiah Jean-Baptiste,MISS,LB,24,30,54,0.5,1,1,0,0,0,0,0,2023,
61,Ethan BarrVAN,,LB,21,33,54,1.0,12,1,0,0,0,0,1,2023,
63,Chuck Hicks,MIZ,LB,27,26,53,2.0,28,1,0,0,0,0,1,2023,
63,Dallas Turner,ALA,EDGE,28,25,53,10.0,68,1,0,0,0,0,2,2023,
63,Wesley Walker,TENN,DB,33,20,53,1.0,8,2,0,0,0,0,1,2023,
66,Stone Blanton,SC,LB,31,21,52,1.0,6,3,1,88,88,1,1,2023,
66,Malaki Starks,UGA,S,31,21,52,0.0,0,7,3,47,26,0,0,2023,
66,Scooby WilliamsFLA,,LB,27,25,52,1.0,12,0,0,0,0,0,2,2023,
69,Kris Abrams-Draine,MIZ,CB,38,13,51,0.0,0,12,4,9,6,0,1,2023,
69,Daylan Carnell,MIZ,S,30,21,51,3.0,18,7,1,38,38,1,2,2023,
69,Marcus Banks,MSST,S,27,24,51,0.0,0,3,0,60,60,1,0,2023,
69,Malachi Moore,ALA,S,30,21,51,0.0,0,4,1,0,0,0,0,2023,
69,Triston Newson,MIZ,LB,26,25,51,0.5,4,0,0,0,0,0,0,2023,
74,Larry Nixon III,AUB,LB,29,21,50,0.0,0,0,0,0,0,0,0,2023,
74,Hudson Clark,ARK,DB,31,19,50,0.5,3,4,1,0,0,0,0,2023,
74,Jalen McLeod,AUB,LB,37,13,50,5.5,31,1,0,0,0,0,1,2023,
74,Whit Weeks,LSU,LB,16,34,50,0.5,4,0,0,0,0,0,0,2023,
79,Alex Afari Jr.,UK,LB,33,16,49,1.0,6,1,0,0,0,0,1,2023,
81,Khari Coleman,MISS,LB,32,16,48,2.5,29,1,0,0,0,0,1,2023,
81,Dru Phillips,UK,CB,33,15,48,0.0,0,5,0,49,49,0,0,2023,
81,Savion RileyVAN,,DB,34,14,48,0.0,0,0,0,0,0,0,0,2023,
86,De'Rickey WrightVAN,,S,32,14,46,0.0,0,3,2,9,9,0,2,2023,
86,Jared Ivey,MISS,EDGE,18,28,46,5.5,36,2,0,0,0,0,0,2023,
88,J.J. Weaver,UK,EDGE,35,10,45,7.0,48,2,0,0,0,0,1,2023,
90,Nathan Pickering,MSST,DT,17,27,44,2.0,11,0,0,0,0,0,0,2023,
90,Landon Jackson,ARK,EDGE,22,22,44,6.5,54,1,0,0,0,0,0,2023,
90,Zy Alexander,LSU,CB,30,14,44,0.0,0,7,2,28,28,0,0,2023,
94,Kane PattersonVAN,,LB,18,25,43,2.0,14,1,0,0,0,0,0,2023,
94,Tre'Vez Johnson,MIZ,S,24,19,43,0.0,0,0,0,0,0,0,0,2023,
94,Johnny Walker Jr.,MIZ,EDGE,25,18,43,5.0,25,0,0,0,0,0,3,2023,
94,Darius Robinson,MIZ,EDGE,29,14,43,8.5,51,0,0,0,0,0,1,2023,
94,T.J. Sanders,SC,DT,28,15,43,4.5,23,4,0,0,0,0,0,2023,
99,Chris Braswell,ALA,EDGE,16,26,42,8.0,57,1,1,28,28,1,3,2023,
99,JJ Pegues,MISS,DT,18,24,42,3.5,23,3,0,0,0,0,0,2023,
99,Jacoby Mathews,TA&M,DB,32,10,42,0.5,4,4,1,6,6,0,0,2023,
99,DeCarlos Nicholson,MSST,CB,17,25,42,0.0,0,2,0,0,0,0,0,2023,
99,Keionte Scott,AUB,DB,35,7,42,0.0,0,5,0,0,0,0,0,2023,
104,Sage Ryan,LSU,S,26,15,41,0.0,0,5,0,0,0,0,0,2023,
104,Gabe Jeudy-Lally,TENN,DB,30,11,41,1.0,14,4,1,36,36,0,1,2023,
104,CJ Allen,UGA,LB,21,20,41,1.0,7,2,0,0,0,0,0,2023,
109,Cedric Johnson,MISS,EDGE,17,23,40,5.5,33,3,0,0,0,0,1,2023,
109,Ladarius Tennison,MISS,DB,26,14,40,1.5,8,0,0,0,0,0,0,2023,
109,Marcus Harris,AUB,DT,21,19,40,7.0,41,1,0,0,0,0,1,2023,
109,Tamarion McDonald,TENN,DB,23,17,40,1.0,9,4,1,0,0,0,0,2023,
109,Ty Bryant,UK,DB,20,20,40,0.0,0,1,0,0,0,0,0,2023,
114,Josh DeBerry,TA&M,CB,31,8,39,1.0,7,7,2,16,16,0,0,2023,
114,JP Purvis,MSST,LB,9,30,39,0.0,0,0,0,0,0,0,0,2023,
114,Princely UmanmielenFLA,,EDGE,22,17,39,7.0,49,0,0,0,0,0,0,2023,
114,O'Donnell Fortune,SC,CB,30,9,39,0.0,0,6,2,5,5,0,0,2023,
114,Jaydon HillFLA,,DB,25,14,39,2.0,6,3,0,0,0,0,0,2023,
119,Zamari Walton,MISS,CB,23,15,38,0.0,0,6,2,0,0,0,1,2023,
119,Tim Keenan III,ALA,DL,17,21,38,1.0,6,1,0,0,0,0,0,2023,
119,Jaylin Simpson,AUB,S,29,9,38,0.0,0,3,4,87,50,1,0,2023,
119,Deonte Anderson,MSST,DL,10,28,38,0.5,4,4,0,0,0,0,1,2023,
119,Martel HightVAN,,CB,25,13,38,0.0,0,1,1,37,37,1,0,2023,
119,Suntarine Perkins,MISS,LB,18,20,38,3.5,28,1,0,0,0,0,0,2023,
119,Bam Martin-Scott,SC,LB,27,11,38,2.0,13,1,0,0,0,0,0,2023,
130,DK Kaufman,AUB,S,25,12,37,1.0,6,0,1,41,41,0,2,2023,
130,Zion Puckett,AUB,S,27,10,37,0.0,0,2,2,0,0,0,1,2023,
130,Kamari Lassiter,UGA,CB,21,16,37,0.5,6,8,0,0,0,0,0,2023,
130,Walter Nolen III,TA&M,DT,20,17,37,4.0,15,1,0,0,0,0,0,2023,
130,Miguel MitchellFLA,,DB,19,18,37,0.0,0,2,1,0,0,0,0,2023,
135,Antonio Grier Jr.,ARK,LB,14,22,36,0.0,0,0,1,25,25,1,0,2023,
135,De'Antre Prince,MISS,CB,24,12,36,1.0,1,5,1,44,44,0,1,2023,
135,Fadil Diggs,TA&M,EDGE,22,14,36,4.0,27,2,0,0,0,0,0,2023,
135,Jordan Jefferson,LSU,DT,13,23,36,2.5,15,1,0,0,0,0,1,2023,
135,Keaten Wade,UK,DE,17,19,36,1.0,9,0,0,0,0,0,0,2023,
135,Keldric Faulk,AUB,DE,21,15,36,1.0,1,1,0,0,0,0,0,2023,
135,Marcellas Dial Jr.,SC,S,25,11,36,1.0,8,10,0,0,0,0,0,2023,
135,Bryan LongwellVAN,,LB,18,18,36,0.0,0,0,0,0,0,0,0,2023,
145,Jaden Crumedy,MSST,DT,10,25,35,2.5,15,2,0,0,0,0,0,2023,
145,Omari Thomas,TENN,DT,19,16,35,1.0,3,1,0,0,0,0,0,2023,
145,Ennis Rakestraw Jr.,MIZ,CB,24,11,35,0.0,0,4,0,0,0,0,1,2023,
145,Jeremiah Telander,TENN,LB,15,20,35,0.0,0,1,0,0,0,0,0,2023,
149,Jamon Johnson,UGA,LB,29,5,34,3.5,32,2,0,0,0,0,0,2023,
149,Bryce ThorntonFLA,,DB,19,15,34,0.5,7,1,0,0,0,0,0,2023,
151,Ovie Oghoufo,LSU,DE,13,20,33,2.5,14,1,0,0,0,0,1,2023,
151,Aeneas DiCosmoVAN,,DL,19,14,33,2.5,12,0,0,0,0,0,1,2023,
151,Alex Huntley,SC,DT,18,15,33,2.0,10,2,0,0,0,0,0,2023,
151,Bradyn Swinson,LSU,EDGE,13,20,33,2.0,29,4,0,0,0,0,2,2023,
151,Shemar Turner,TA&M,DT,16,17,33,6.0,45,0,0,0,0,0,2,2023,
156,Josh Landry,MIZ,DL,16,16,32,0.0,0,0,0,0,0,0,0,2023,
156,Tonka Hemingway,SC,DT,19,13,32,1.5,6,7,0,0,0,0,0,2023,
156,Kool-Aid McKinstry,ALA,CB,24,8,32,0.0,0,7,0,0,0,0,0,2023,
156,Sai'vion Jones,LSU,EDGE,8,24,32,2.5,11,2,0,0,0,0,0,2023,
156,Cam JacksonFLA,,DT,18,14,32,0.0,0,2,0,0,0,0,0,2023,
156,Cameron Ball,ARK,DL,7,25,32,0.5,0,0,0,0,0,0,1,2023,
156,Doneiko Slaughter,TENN,DB,26,6,32,1.0,9,1,0,0,0,0,0,2023,
164,Chris Russell,TA&M,LB,19,12,31,2.0,11,1,1,0,0,1,0,2023,
164,Cam Riley,AUB,LB,17,14,31,2.5,19,1,0,0,0,0,0,2023,
164,Tim Smith,ALA,DT,15,16,31,2.0,7,0,0,0,0,0,0,2023,
167,Isaac Ukwu,MISS,DE,18,12,30,3.5,20,2,0,0,0,0,0,2023,
167,Austin Keys,AUB,LB,19,11,30,2.0,18,2,0,0,0,0,1,2023,
