Rank,Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS.1,LNG,TD,FF,Year,Draft_Round
96,Reggie Carter,UGA,LB,16,29,45,1.0,5,0,0,0,0,0,1,2016,
96,Nick WashingtonFLA,,DB,22,23,45,0.0,0,1,1,0,0,0,0,2016,
96,Donnie Alexander,LSU,LB,14,31,45,0.0,0,1,1,14,14,0,0,2016,
96,Henre' Toliver,ARK,DB,30,15,45,0.0,0,6,2,70,70,1,0,2016,
96,Darrin Kirkland Jr.,TENN,LB,30,15,45,1.0,4,0,0,0,0,0,0,2016,
101,Rommel MageoMISS/ORST,,LB,16,28,44,0.0,0,0,0,0,0,0,0,2016,
101,Eric Beisel,MIZ,LB,35,9,44,0.0,0,0,0,0,0,0,0,2016,
101,Montravius Adams,AUB,DT,26,18,44,4.5,29,2,1,7,7,0,1,2016,
101,Dwayne Eugene Jr.,ARK,LB,20,24,44,0.0,0,0,1,8,8,0,0,2016,
101,Lorenzo Carter,UGA,LB,23,21,44,5.0,32,0,0,0,0,0,2,2016,
106,Aarion Penton,MIZ,CB,35,8,43,0.0,0,0,5,82,63,1,0,2016,
106,Gerri Green,MSST,LB,18,25,43,0.0,0,1,0,0,0,0,0,2016,
106,Santos Ramirez,ARK,S,30,13,43,0.0,0,2,1,24,24,1,2,2016,
106,Chris Westry,UK,CB,35,8,43,0.0,0,3,1,0,0,0,0,2016,
106,Dre Greenlaw,ARK,LB,23,20,43,0.0,0,0,1,3,3,0,0,2016,
106,Ronnell Perkins,MIZ,S,28,15,43,0.0,0,0,0,0,0,0,0,2016,
106,Myles Hartsfield,MISS,DB,29,14,43,0.0,0,0,0,0,0,0,0,2016,
113,Dwayne Thomas,LSU,CB,20,22,42,1.0,10,7,1,2,2,0,0,2016,
113,A.J. Moore Jr.,MISS,DB,23,19,42,0.0,0,0,0,0,0,0,0,2016,
113,Derrick Baity Jr.,UK,CB,36,6,42,0.0,0,7,3,10,10,0,0,2016,
113,Ulric Jones,SC,DT,9,33,42,0.0,0,2,0,0,0,0,0,2016,
117,Jared Collins,ARK,DB,25,16,41,0.0,0,12,0,0,0,0,0,2016,
117,Tony Conner,MISS,S,19,22,41,0.5,-7,0,0,0,0,0,0,2016,
117,Tre HerndonVAN,,CB,30,11,41,0.0,0,8,2,4,4,0,0,2016,
117,Taylor Stallworth,SC,DT,14,27,41,1.0,9,3,0,0,0,0,0,2016,
117,Detric Bing-Dukes,MISS,LB,19,22,41,0.0,0,0,0,0,0,0,0,2016,
122,Joey Burkett,MIZ,LB,28,12,40,0.0,0,0,2,9,8,1,0,2016,
122,Zaycoven Henderson,TA&M,DT,16,24,40,3.0,14,0,0,0,0,0,1,2016,
122,Tre Tarpley IIIVAN,,S,29,11,40,0.5,5,2,0,0,0,0,2,2016,
125,J.D. Harmon,UK,CB,28,11,39,0.0,0,1,2,0,0,0,0,2016,
125,Fadol Brown,MISS,DE,13,26,39,2.5,-15,0,0,0,0,0,0,2016,
125,John Battle,LSU,S,21,18,39,0.0,0,4,0,0,0,0,0,2016,
125,Donte Jackson,LSU,CB,32,7,39,0.0,0,8,2,40,40,0,1,2016,
125,Kylan JohnsonFLA,,LB,19,20,39,1.0,5,1,0,0,0,0,0,2016,
125,Naquez Pringle,UK,DT,17,22,39,1.0,6,0,0,0,0,0,0,2016,
125,Benito Jones,MISS,DT,13,26,39,0.5,-3,0,0,0,0,0,0,2016,
125,Jeffery Simmons,MSST,DT,11,28,39,0.0,0,2,0,0,0,0,1,2016,
125,Steven Montac,SC,DB,23,16,39,0.0,0,3,0,0,0,0,2,2016,
134,Kendal Vickers,TENN,DL,19,19,38,2.5,15,0,0,0,0,0,1,2016,
134,Jordan SheritFLA,,DL,16,22,38,3.5,22,0,0,0,0,0,0,2016,
134,Marlon Davidson,AUB,DE,23,15,38,2.5,16,4,0,0,0,0,1,2016,
137,Dezmond Harris,MSST,LB,20,17,37,0.0,0,0,0,0,0,0,2,2016,
137,Brandon Lee,MIZ,LB,26,11,37,2.0,-8,0,0,0,0,0,1,2016,
137,Javaris Davis,AUB,CB,31,6,37,1.0,6,7,2,0,0,0,0,2016,
137,Kingsley Keke,TA&M,DT,16,21,37,4.0,15,4,0,0,0,0,0,2016,
137,Rashad Fenton,SC,CB,26,11,37,0.5,4,5,1,0,0,0,1,2016,
142,LaTroy Lewis,TENN,DL,20,16,36,2.5,20,0,0,0,0,0,0,2016,
142,Corey Vereen,TENN,DE,23,13,36,7.0,39,3,0,0,0,0,0,2016,
142,De'Andre Coley,ARK,DB,19,17,36,0.0,0,0,0,0,0,0,2,2016,
142,Marlon Humphrey,ALA,CB,26,10,36,0.0,0,5,2,18,18,1,1,2016,
142,Daron Payne,ALA,DT,12,24,36,1.5,10,1,0,0,0,0,0,2016,
142,Julian Rochester,UGA,DL,10,26,36,2.0,13,0,0,0,0,0,1,2016,
148,Tre'Davious White,LSU,CB,19,16,35,0.5,3,14,2,21,21,1,1,2016,
148,Adrian Middleton,UK,DT,18,17,35,0.0,0,0,0,0,0,0,0,2016,
150,Greg Gilmore,LSU,DT,5,29,34,1.0,7,1,0,0,0,0,0,2016,
150,Tayler Polk,MISS,LB,19,15,34,0.0,0,0,0,0,0,0,0,2016,
150,Elliott Berry,TENN,LB,22,12,34,0.0,0,1,0,0,0,0,0,2016,
150,Dominick Sanders,UGA,S,23,11,34,0.5,1,7,3,27,31,0,0,2016,
150,Larry Pryor,TA&M,DB,20,14,34,0.0,0,0,1,0,0,0,0,2016,
155,Priest Willis,TA&M,DB,25,8,33,0.0,0,8,1,13,13,0,0,2016,
155,Teez TaborFLA,,CB,23,10,33,1.0,11,6,4,47,39,1,0,2016,
155,Quincy WilsonFLA,,CB,18,15,33,1.0,8,6,3,80,78,1,0,2016,
155,Myles Garrett,TA&M,DE,18,15,33,8.5,59,2,0,0,0,0,1,2016,
155,Marcell Frazier,MIZ,DE,19,14,33,7.5,-61,0,0,0,0,0,0,2016,
160,Kelsey Griffin,SC,DL,16,16,32,0.0,0,0,0,0,0,0,0,2016,
160,Terry Caldwell,MISS,LB,15,17,32,0.0,0,0,0,0,0,0,1,2016,
160,Tony Brown II,ALA,CB,21,11,32,0.5,4,0,2,9,9,0,0,2016,
160,Nick Ruffin,AUB,DB,22,10,32,0.0,0,3,0,0,0,0,0,2016,
160,C.J. Gardner-JohnsonFLA,,S,21,11,32,0.0,0,3,3,103,88,1,0,2016,
160,D.J. Wonnum,SC,DE,15,17,32,1.5,12,0,0,0,0,0,0,2016,
160,Deontay Anderson,MISS,LB,18,14,32,0.0,0,0,1,8,8,0,0,2016,
167,Cedric Jiles,MSST,DB,23,8,31,0.0,0,1,1,74,74,1,0,2016,
167,Adam ButlerVAN,,DL,18,13,31,4.0,26,1,0,0,0,0,0,2016,
167,Tim Williams,ALA,LB,22,9,31,9.0,97,2,0,0,0,0,2,2016,
167,Caleb BrantleyFLA,,DT,16,15,31,2.5,19,0,0,0,0,0,1,2016,
167,DeAndre Baker,UGA,CB,21,10,31,1.0,10,5,2,27,28,0,1,2016,
172,Joshua Holsey,AUB,CB,27,3,30,0.0,0,10,3,47,47,0,0,2016,
172,A.J. Jefferson,MSST,DE,9,21,30,4.0,30,0,0,0,0,0,1,2016,
172,Carl Lawson,AUB,DE,15,15,30,9.0,62,0,0,0,0,0,1,2016,
172,D.J. Jones,MISS,DT,11,19,30,2.0,-11,0,1,0,0,0,0,2016,
172,Cece JeffersonFLA,,LB,15,15,30,1.5,13,0,0,0,0,0,0,2016,
172,Montavious Atkinson,AUB,LB,22,8,30,0.0,0,0,0,0,0,0,0,2016,
172,Devin White,LSU,LB,15,15,30,1.0,19,0,0,0,0,0,1,2016,
172,De'Jon Harris,ARK,LB,14,16,30,0.0,0,0,0,0,0,0,1,2016,
180,T.J. Neal,AUB,LB,17,12,29,0.0,0,0,0,0,0,0,0,2016,
180,Taiwan Johnson,ARK,DL,9,20,29,2.0,8,1,0,0,0,0,0,2016,
180,Dontavius Russell,AUB,DT,9,20,29,0.0,0,1,0,0,0,0,0,2016,
180,Richard Moore,TA&M,LB,13,16,29,1.0,7,1,0,0,0,0,0,2016,
184,John Gibson,MIZ,DB,22,6,28,0.0,0,0,3,20,18,0,0,2016,
184,Rickey Hatley,MIZ,DL,18,10,28,1.0,-10,0,0,0,0,0,0,2016,
184,Issac Gross,MISS,DT,12,16,28,0.0,0,0,0,0,0,0,0,2016,
184,Daniel McMillianFLA,,LB,12,16,28,0.0,0,1,1,23,23,0,0,2016,
184,Jonathan WynnVAN,,DE,20,8,28,1.0,1,3,0,0,0,0,0,2016,
184,Jamoral Graham,MSST,DB,22,6,28,0.0,0,5,3,105,46,1,0,2016,
184,Breeland Speaks,MISS,DE,11,17,28,1.0,-6,0,0,0,0,0,0,2016,
184,Courtney Miggins,UK,DT,12,16,28,0.5,6,5,0,0,0,0,1,2016,
192,Carlos Davis,MISS,DB,17,10,27,0.0,0,0,0,0,0,0,0,2016,
192,Alvonte Bell,UK,DE,13,14,27,0.5,1,2,0,0,0,0,0,2016,
192,Keivonnis DavisFLA,,DL,6,21,27,1.5,17,0,0,0,0,0,1,2016,
192,Tyrel Dodson,TA&M,LB,15,12,27,0.0,0,0,0,0,0,0,0,2016,
192,McTelvin Agim,ARK,DL,8,19,27,2.5,13,0,0,0,0,0,0,2016,
197,Joey IvieFLA,,DL,9,17,26,2.5,11,0,0,0,0,0,1,2016,
197,Malik Foreman,TENN,DB,22,4,26,0.0,0,4,1,0,0,0,1,2016,
197,Lashard Durr,MSST,CB,17,9,26,0.0,0,1,0,0,0,0,0,2016,
197,Deshawn Capers-Smith,TA&M,DB,19,7,26,0.0,0,3,0,0,0,0,0,2016,
197,David Marshall,UGA,LB,12,14,26,2.5,10,2,0,0,0,0,1,2016,
197,Jaylon Jones,MISS,DB,16,10,26,0.0,0,0,0,0,0,0,1,2016,
1,Roquan Smith,UGA,LB,85,52,137,6.5,42,2,0,0,0,0,1,2017,
2,Devin White,LSU,LB,37,96,133,4.5,30,3,1,3,3,0,0,2017,
3,De'Jon Harris,ARK,LB,66,49,115,3.5,18,2,0,0,0,0,0,2017,
4,DeMarquis Gates,MISS,LB,70,44,114,2.0,16,3,0,0,0,0,0,2017,
5,Cale Garrett,MIZ,LB,65,40,105,3.0,19,0,2,21,21,0,0,2017,
6,Tyrel Dodson,TA&M,LB,49,55,104,5.5,31,8,3,41,40,1,0,2017,
7,Dre Greenlaw,ARK,LB,52,51,103,1.0,14,2,0,0,0,0,0,2017,
8,David ReeseFLA,,LB,46,56,102,1.5,7,0,1,4,4,0,0,2017,
9,Mike Edwards,UK,S,53,43,96,1.0,13,7,4,1,1,0,0,2017,
10,Skai Moore,SC,LB,62,31,93,2.0,12,2,3,52,34,1,0,2017,
11,Courtney Love,UK,LB,34,58,92,1.0,9,3,0,0,0,0,0,2017,
12,Daniel Bituli,TENN,LB,42,48,90,0.0,0,2,1,97,97,1,1,2017,
13,LaDarius WileyVAN,,S,58,30,88,0.0,0,5,1,11,11,0,1,2017,
13,TJ Brunson,SC,LB,53,35,88,2.0,16,0,0,0,0,0,0,2017,
15,Armani Watts,TA&M,S,58,29,87,0.5,2,5,4,15,15,0,3,2017,
16,Darius West,UK,S,57,28,85,0.0,0,1,1,21,21,0,1,2017,
16,Terez Hall,MIZ,LB,50,35,85,1.0,1,3,0,0,0,0,0,2017,
18,Nigel Warrior,TENN,S,42,41,83,1.0,2,3,1,70,70,1,3,2017,
19,Oren BurksVAN,,LB,45,37,82,1.0,4,3,1,9,9,0,0,2017,
19,Deshaun Davis,AUB,LB,37,45,82,3.5,18,1,0,0,0,0,0,2017,
21,Micah Abernathy,TENN,DB,47,34,81,0.0,0,2,0,0,0,0,1,2017,
22,Chris Lammons,SC,CB,62,17,79,0.0,0,7,0,0,0,0,1,2017,
22,J.R. Reed,UGA,S,40,39,79,1.5,19,5,2,48,34,0,1,2017,
22,Mark McLaurin,MSST,S,36,43,79,1.5,7,6,6,85,42,0,1,2017,
25,Otaro Alaka,TA&M,LB,37,41,78,5.5,43,1,1,0,0,0,1,2017,
25,Quart'e Sapp,TENN,LB,39,39,78,0.0,0,2,0,0,0,0,0,2017,
27,Rashaan Evans,ALA,LB,35,39,74,6.0,41,3,0,0,0,0,1,2017,
27,Ronnie Harrison Jr.,ALA,S,43,31,74,2.5,18,4,3,7,6,0,0,2017,
29,Johnathan Abram,MSST,S,43,28,71,2.0,18,5,0,0,0,0,2,2017,
30,Raekwon Davis,ALA,DT,24,45,69,8.5,46,0,1,19,19,0,0,2017,
31,Breeland Speaks,MISS,DE,27,40,67,7.0,36,1,0,0,0,0,1,2017,
32,Christian LaCouture,LSU,DT,10,56,66,6.0,32,5,0,0,0,0,0,2017,
32,Josh Hines-Allen,UK,LB,32,34,66,7.0,48,3,1,14,14,0,1,2017,
34,Josiah Coatney,MISS,DT,24,41,65,3.5,24,0,0,0,0,0,1,2017,
35,Anthony Sherrils,MIZ,DB,47,17,64,0.5,5,1,2,6,5,0,1,2017,
35,J.T. Gray,MSST,S,21,43,64,1.5,11,8,1,58,58,1,1,2017,
35,Jordan Jones,UK,LB,36,28,64,2.0,11,1,0,0,0,0,1,2017,
35,Zedrick Woods,MISS,S,40,24,64,0.0,0,4,0,0,0,0,0,2017,
39,Rashaan Gaulden,TENN,CB,35,28,63,0.0,0,5,1,0,0,0,0,2017,
39,Santos Ramirez,ARK,S,34,29,63,0.0,0,8,1,16,16,0,3,2017,
41,Lorenzo Carter,UGA,LB,31,31,62,4.5,40,0,0,0,0,0,3,2017,
41,Jordan GriffinVAN,,LB,33,29,62,1.0,5,1,0,0,0,0,1,2017,
43,John Battle,LSU,S,36,25,61,0.5,3,4,1,19,19,0,2,2017,
44,Tray Matthews,AUB,S,36,24,60,1.0,7,2,1,0,0,0,0,2017,
44,Ryan WhiteVAN,,S,41,19,60,0.0,0,3,2,15,15,0,0,2017,
44,Kaleb Prewett,MIZ,S,46,14,60,0.0,0,2,1,4,4,0,0,2017,
44,Minkah Fitzpatrick,ALA,S,38,22,60,1.5,15,8,1,0,0,0,1,2017,
44,Jeffery Simmons,MSST,DT,21,39,60,5.0,35,1,0,0,0,0,2,2017,
44,Grant Delpit,LSU,S,36,24,60,0.0,0,8,1,0,0,0,0,2017,
50,C.J. Gardner-JohnsonFLA,,S,34,24,58,1.0,5,7,2,88,46,0,0,2017,
51,Dezmond Harris,MSST,LB,18,39,57,2.0,8,0,0,0,0,0,0,2017,
51,Emmanuel SmithVAN,,LB,29,28,57,1.5,11,0,0,0,0,0,0,2017,
51,Darrell Williams,AUB,LB,28,29,57,0.5,1,0,0,0,0,0,0,2017,
51,D.J. Wonnum,SC,DE,32,25,57,6.0,37,5,0,0,0,0,0,2017,
55,Derrick Brown,AUB,DT,28,28,56,2.5,14,1,0,0,0,0,2,2017,
56,Colton Jumper,TENN,LB,25,30,55,4.5,27,1,0,0,0,0,0,2017,
56,Landis Durham,TA&M,LB,29,26,55,10.5,56,0,0,0,0,0,3,2017,
56,Vosean JosephFLA,,LB,22,33,55,0.0,0,1,1,0,0,0,1,2017,
56,Derrick Tucker,TA&M,S,35,20,55,0.0,0,4,1,19,19,1,1,2017,
60,Kingsley Keke,TA&M,DT,21,33,54,1.0,9,2,0,0,0,0,0,2017,
61,Greg Gilmore,LSU,DT,15,38,53,7.5,25,1,0,0,0,0,0,2017,
61,Hootie Jones,ALA,S,31,22,53,0.0,0,2,2,65,65,0,0,2017,
61,Daron Payne,ALA,DT,21,32,53,1.0,7,3,1,21,21,0,0,2017,
61,Debione Renfro,TA&M,CB,40,13,53,0.0,0,5,0,0,0,0,3,2017,
65,Kendal Vickers,TENN,DL,14,37,51,1.5,9,0,0,0,0,0,3,2017,
65,Donnie Alexander,LSU,LB,16,35,51,1.0,9,0,0,0,0,0,1,2017,
65,Stephen Roberts,AUB,S,30,21,51,0.0,0,7,0,0,0,0,1,2017,
65,C.J. Moore,MISS,DB,29,22,51,0.0,0,2,3,63,48,0,0,2017,
65,Isaiah Buggs,ALA,DT,20,31,51,1.5,4,0,0,0,0,0,0,2017,
70,Kevin Richardson II,ARK,DB,21,29,50,0.0,0,4,3,7,7,0,0,2017,
70,Tre' Williams,AUB,LB,24,26,50,2.5,14,0,0,0,0,0,0,2017,
70,D.J. Smith,SC,S,37,13,50,0.0,0,4,0,0,0,0,0,2017,
70,Josh Liddell,ARK,S,29,21,50,0.0,0,1,1,54,54,0,1,2017,
74,Derrick Baity Jr.,UK,CB,35,14,49,0.0,0,9,2,48,45,0,1,2017,
75,Anthony Averett,ALA,CB,31,17,48,1.0,10,8,1,30,30,0,0,2017,
75,Denzil Ware,UK,DE,20,28,48,6.5,47,1,1,1,1,0,1,2017,
75,A.J. Moore Jr.,MISS,DB,32,16,48,1.0,15,3,0,0,0,0,0,2017,
75,Levi Wallace,ALA,CB,31,17,48,2.0,18,15,3,66,66,1,0,2017,
75,Montez Sweat,MSST,DE,21,27,48,10.5,64,0,0,0,0,0,0,2017,
75,Donte Jackson,LSU,CB,32,16,48,1.0,8,9,1,0,0,0,0,2017,
75,Rashad Fenton,SC,CB,42,6,48,0.0,0,8,1,8,8,0,0,2017,
75,DeMarkus Acy,MIZ,DB,35,13,48,0.0,0,3,0,0,0,0,0,2017,
83,Cece JeffersonFLA,,LB,19,28,47,4.5,14,1,0,0,0,0,0,2017,
83,Jeremiah Dinson,AUB,DB,32,15,47,1.0,8,4,0,0,0,0,0,2017,
85,Dontavius Russell,AUB,DT,21,25,46,3.0,17,2,0,0,0,0,1,2017,
85,Leo Lewis,MSST,LB,15,31,46,1.0,10,1,0,0,0,0,1,2017,
85,Erroll Thompson,MSST,LB,21,25,46,2.5,18,1,0,0,0,0,1,2017,
85,Kam Curl,ARK,DB,32,14,46,0.0,0,8,0,0,0,0,0,2017,
89,Marquis Haynes Sr.,MISS,LB,27,18,45,7.5,59,0,0,0,0,0,1,2017,
89,Jeff Holland,AUB,LB,27,18,45,10.0,67,1,0,0,0,0,3,2017,
91,DeAndre Baker,UGA,CB,30,14,44,0.0,0,9,3,37,22,0,0,2017,
91,Larry Pryor,TA&M,DB,27,17,44,0.0,0,1,0,0,0,0,0,2017,
93,Corey Thompson,LSU,LB,21,22,43,6.0,40,0,0,0,0,0,0,2017,
93,Aaron Davis,UGA,CB,30,13,43,1.5,7,4,1,0,0,0,1,2017,
93,Charles WrightVAN,,LB,18,25,43,9.5,66,0,0,0,0,0,0,2017,
93,Henre' Toliver,ARK,DB,34,9,43,0.0,0,8,3,66,63,0,0,2017,
93,Jamel Dean,AUB,CB,23,20,43,0.0,0,8,0,0,0,0,0,2017,
93,Montavious Atkinson,AUB,LB,17,26,43,1.0,10,1,0,0,0,0,0,2017,
93,Marlon Davidson,AUB,DE,18,25,43,3.5,29,1,0,0,0,0,1,2017,
100,Brandon Lee,MIZ,LB,25,17,42,0.5,4,4,1,42,42,1,0,2017,
100,Randy Ramsey,ARK,DE,20,22,42,2.0,13,2,0,0,0,0,2,2017,
100,Myles Hartsfield,MISS,DB,29,13,42,0.0,0,3,2,15,15,0,0,2017,
103,Anfernee Jennings,ALA,LB,20,21,41,1.0,7,2,0,0,0,0,2,2017,
103,Tyler Clark,UGA,DL,18,23,41,2.5,14,0,0,0,0,0,0,2017,
103,JaMarcus King,SC,CB,35,6,41,1.0,2,12,2,0,0,0,0,2017,
103,Lonnie Johnson Jr.,UK,CB,35,6,41,1.0,10,5,0,0,0,0,0,2017,
107,Taven BryanFLA,,DT,19,21,40,4.0,22,0,0,0,0,0,0,2017,
107,Shaun Dion Hamilton,ALA,LB,20,20,40,2.5,17,2,0,0,0,0,1,2017,
107,Dominick Sanders,UGA,S,23,17,40,0.0,0,5,4,85,39,0,0,2017,
107,Marcell Frazier,MIZ,DE,24,16,40,7.0,50,5,0,0,0,0,1,2017,
107,Mack Wilson Sr.,ALA,LB,21,19,40,0.0,0,2,4,39,21,1,0,2017,
112,Tayler Polk,MISS,LB,23,16,39,1.0,6,2,0,0,0,0,1,2017,
112,D'Andre Walker,UGA,LB,26,13,39,5.5,48,1,0,0,0,0,1,2017,
112,Joejuan WilliamsVAN,,CB,33,6,39,0.0,0,10,0,0,0,0,1,2017,
115,John Atkins,UGA,DT,17,21,38,0.0,0,1,0,0,0,0,0,2017,
115,Gerri Green,MSST,LB,13,25,38,5.0,22,3,1,84,84,1,3,2017,
115,Emmanuel Moseley,TENN,DB,28,10,38,0.0,0,7,1,19,19,0,0,2017,
115,Keith Holcombe,ALA,LB,15,23,38,1.0,4,3,0,0,0,0,0,2017,
115,Andrew Williams,AUB,DT,13,25,38,0.0,0,0,0,0,0,0,0,2017,
115,Jonathan Ledbetter,UGA,DE,18,20,38,2.5,21,0,0,0,0,0,0,2017,
115,Trenton Thompson,UGA,DT,20,18,38,0.0,0,1,0,0,0,0,0,2017,
115,Eli Brown,UK,LB,21,17,38,0.0,0,1,0,0,0,0,0,2017,
115,Terry Beckner Jr.,MIZ,DT,20,18,38,7.0,30,2,1,49,49,0,0,2017,
115,Greedy Williams,LSU,CB,26,12,38,0.0,0,11,6,32,28,0,0,2017,
115,Grant Morgan,ARK,LB,22,16,38,1.0,9,2,0,0,0,0,1,2017,
115,Jamyest Williams,SC,RB,32,6,38,0.0,0,1,2,1,1,0,0,2017,
127,Justin Martin,TENN,CB,26,11,37,0.0,0,1,1,0,0,0,1,2017,
127,McTelvin Agim,ARK,DL,15,22,37,2.5,19,3,0,0,0,0,2,2017,
127,Keir Thomas,SC,LB,17,20,37,2.0,3,0,0,0,0,0,1,2017,
130,Reggie Carter,UGA,LB,12,24,36,0.5,0,1,0,0,0,0,0,2017,
130,Carlton Davis III,AUB,CB,27,9,36,0.0,0,11,1,0,0,0,0,2017,
130,Jordan Harold,MIZ,DL,19,17,36,3.0,21,0,0,0,0,0,0,2017,
133,Zaycoven Henderson,TA&M,DT,15,20,35,2.5,20,0,0,0,0,0,0,2017,
133,Natrez Patrick,UGA,LB,13,22,35,0.0,0,0,0,0,0,0,0,2017,
133,Dare OdeyingboVAN,,DL,22,13,35,4.5,30,2,0,0,0,0,1,2017,
133,Daniel Thomas,AUB,S,19,16,35,0.0,0,3,1,0,0,0,0,2017,
133,Myles Jones,TA&M,CB,27,8,35,0.0,0,8,1,0,0,0,0,2017,
138,Davin Bellamy,UGA,LB,16,18,34,5.0,29,3,0,0,0,0,2,2017,
138,Duke DawsonFLA,,CB,23,11,34,0.0,0,9,4,54,48,1,0,2017,
138,Thomas Wilson,MIZ,S,27,7,34,0.0,0,3,1,16,16,0,1,2017,
138,Jabari ZunigaFLA,,DE,12,22,34,4.0,21,0,0,0,0,0,0,2017,
138,Chris Westry,UK,CB,20,14,34,0.0,0,2,0,0,0,0,0,2017,
138,Jeawon TaylorFLA,,DB,22,12,34,0.0,0,0,1,0,0,0,0,2017,
138,Jaylon Jones,MISS,DB,27,7,34,0.0,0,3,0,0,0,0,0,2017,
138,Marco WilsonFLA,,DB,21,13,34,0.0,0,10,0,0,0,0,0,2017,
138,Adam Sparks,MIZ,DB,21,13,34,0.0,0,4,2,7,7,0,0,2017,
147,Arden Key,LSU,DE,15,18,33,4.0,21,0,0,0,0,0,1,2017,
147,Kyle Phillips,TENN,DL,16,17,33,2.0,13,2,0,0,0,0,0,2017,
147,Kahlil McKenzie,TENN,DT,16,17,33,2.0,10,1,0,0,0,0,0,2017,
147,Anthony Hines III,TA&M,LB,19,14,33,3.0,16,0,0,0,0,0,1,2017,
151,Brandon Bryant,MSST,DB,13,19,32,0.0,0,2,1,30,30,0,0,2017,
151,Rashard Lawrence,LSU,DT,11,21,32,1.5,12,1,0,0,0,0,0,2017,
151,Tyler Taylor,LSU,LB,13,19,32,1.5,4,0,0,0,0,0,0,2017,
154,Tony Brown II,ALA,CB,18,13,31,0.0,0,2,1,0,0,0,0,2017,
154,Dwayne Eugene Jr.,ARK,LB,17,14,31,2.5,19,0,0,0,0,0,0,2017,
156,C.J. Hampton,MISS,DB,14,16,30,0.0,0,1,0,0,0,0,1,2017,
156,Taylor Stallworth,SC,DT,14,16,30,0.0,0,2,0,0,0,0,0,2017,
156,Dante Sawyer,SC,DL,19,11,30,3.0,38,5,0,0,0,0,5,2017,
156,Dylan Moses,ALA,LB,19,11,30,1.5,17,0,1,11,11,0,0,2017,
160,Taurean FergusonVAN,,CB,23,6,29,0.0,0,3,1,2,2,0,0,2017,
160,Nick WashingtonFLA,,DB,16,13,29,0.0,0,0,0,0,0,0,0,2017,
160,Tre HerndonVAN,,CB,21,8,29,1.0,9,11,0,0,0,0,1,2017,
160,Kendall Randolph,UK,CB,21,8,29,0.0,0,1,1,3,3,0,0,2017,
160,Ken Webster,MISS,CB,21,8,29,0.0,0,2,0,0,0,0,0,2017,
160,Tre Tarpley IIIVAN,,S,18,11,29,0.0,0,3,0,0,0,0,0,2017,
160,Javaris Davis,AUB,CB,19,10,29,0.0,0,6,2,37,37,1,0,2017,
160,Deshawn Capers-Smith,TA&M,DB,13,16,29,1.5,5,2,0,0,0,0,1,2017,
160,Ulric Jones,SC,DT,15,14,29,1.0,8,2,0,0,0,0,0,2017,
160,Austrian Robinson,MISS,DE,12,17,29,1.5,9,1,0,0,0,0,0,2017,
160,Jonathan Kongbo,TENN,LB,8,21,29,2.5,14,0,0,0,0,0,0,2017,
160,Benito Jones,MISS,DT,18,11,29,1.5,6,0,0,0,0,0,1,2017,
160,Nick Coe,AUB,DE,15,14,29,2.0,14,1,0,0,0,0,0,2017,
173,Daniel Fennell,SC,LB,20,8,28,3.0,18,0,0,0,0,0,0,2017,
174,Eric Beisel,MIZ,LB,21,6,27,0.0,0,1,0,0,0,0,0,2017,
174,Logan Cheadle,MIZ,DB,24,3,27,1.0,1,3,1,-5,-5,0,0,2017,
174,Elliott Berry,TENN,LB,13,14,27,1.5,5,4,0,0,0,0,0,2017,
174,Nick Ruffin,AUB,DB,16,11,27,0.0,0,1,1,45,45,1,0,2017,
174,Da'Shawn Hand,ALA,DE,9,18,27,3.0,23,1,0,0,0,0,0,2017,
174,Kevin Toliver II,LSU,CB,14,13,27,1.0,7,10,1,0,0,0,1,2017,
174,Shy Tuttle,TENN,DL,9,18,27,0.0,0,0,0,0,0,0,0,2017,
174,Darrell Taylor,TENN,DE,14,13,27,3.0,29,2,0,0,0,0,1,2017,
174,Ronnell Perkins,MIZ,S,18,9,27,0.0,0,1,0,0,0,0,1,2017,
174,K'Lavon Chaisson,LSU,DE,9,18,27,2.0,15,2,0,0,0,0,0,2017,
184,Malkom Parrish,UGA,DB,23,3,26,0.0,0,3,1,3,3,0,0,2017,
184,T.J. Smith,ARK,DL,10,16,26,2.0,14,0,0,0,0,0,0,2017,
184,Fletcher Adams,MSST,DE,9,17,26,0.5,2,1,0,0,0,0,1,2017,
184,David Marshall,UGA,LB,13,13,26,1.0,9,1,0,0,0,0,0,2017,
184,Keldrick Carper,TA&M,DB,13,13,26,0.0,0,1,0,0,0,0,0,2017,
189,Adrian Middleton,UK,DT,14,11,25,1.0,11,1,0,0,0,0,0,2017,
189,Deionte Thompson,ALA,S,18,7,25,0.0,0,1,1,21,21,0,0,2017,
189,Tyrique McGhee,UGA,DB,14,11,25,0.5,10,6,1,0,0,0,1,2017,
189,Cameron Dantzler Sr.,MSST,CB,15,10,25,0.0,0,3,1,15,15,0,0,2017,
193,Cortez McDowell,TENN,LB,10,14,24,0.0,0,0,0,0,0,0,0,2017,
193,Detric Bing-Dukes,MISS,LB,9,15,24,0.0,0,0,0,0,0,0,0,2017,
193,Charles Oliver,TA&M,DB,20,4,24,1.0,5,8,0,0,0,0,2,2017,
193,Jordyn Peters,AUB,DB,11,13,24,1.0,9,2,0,0,0,0,0,2017,
